"id","name","description","address","zone","total_units","is_active","created_at"
"4f24ad29-1149-4ae0-b736-39f73ef6db7c","Casa Ananta","","","","1","true","2025-11-24T23:52:57.240Z"
"d79033a0-603d-4358-9a9d-3f8cce4db7f4","Casa Aneli","","","","1","true","2025-11-24T23:52:57.240Z"
"9b734741-0f2e-4bea-ae9a-4f095494c5a9","Casa Arekas","","","","1","true","2025-11-24T23:52:57.240Z"
"90bc30e1-79c6-45e9-b32f-6606174b06d0","Casa Armonia","","","","1","true","2025-11-24T23:52:57.240Z"
"3982302e-48bb-4063-8ed9-e9b836d9e4a6","Casa Arroqueño","","","","1","true","2025-11-24T23:52:57.240Z"
"b7a21ed0-bedb-47bd-980a-e5aa33ddc0a3","Casa Blanca","","","","1","true","2025-11-24T23:52:57.240Z"
"f3b1f1c5-3bcd-4dd9-b4eb-8cdbd680eb95","Casa Boho","","","","1","true","2025-11-24T23:52:57.240Z"
"af81488b-5195-4a17-b65e-3d0ba3b82b60","Casa Camel","","","","1","true","2025-11-24T23:52:57.240Z"
"14a71892-6a7d-4a21-b596-d8472aea78a6","Casa Chacah","","","","1","true","2025-11-24T23:52:57.240Z"
"951768fc-88f1-455c-b80b-eb55285a50bd","Casa Chehchen","","","","5","true","2025-11-24T23:52:57.240Z"
"026ab702-622a-457a-871b-9070feee112a","Casa Chemuyil","","","","1","true","2025-11-24T23:52:57.240Z"
"24467a8c-cc67-48b0-885f-a5d0dcb93990","Casa Coral","","","","1","true","2025-11-24T23:52:57.240Z"
"3f1d4d93-6be4-4943-82e0-9a8ba9f816c3","Casa En La Veleta","","","","1","true","2025-11-24T23:52:57.240Z"
"ae3b8b95-9a87-498b-99ca-ad69c4cf426c","Casa Flip","","","","1","true","2025-11-24T23:52:57.240Z"
"a6eb76c6-7165-40b9-8af1-d9096369a388","Casa Fran","","","","1","true","2025-11-24T23:52:57.240Z"
"ad7b57c3-cd75-4385-80bf-d43a1486e61e","Casa Giselle","","","","1","true","2025-11-24T23:52:57.240Z"
"f6586976-17f5-4e34-b2f9-f2daf676229c","Casa Imox","","","","3","true","2025-11-24T23:52:57.240Z"
"e51eaf53-4714-4700-8b7e-d7857ef9453c","Casa Jaax","","","","1","true","2025-11-24T23:52:57.240Z"
"a7201599-b174-489a-b91d-e9d2dfb43b3e","Casa Jaguares","","","","1","true","2025-11-24T23:52:57.240Z"
